Time Stamp,Count
96.4,6.0
96.6,6.0
96.8,6.0
97.0,6.0
97.2,6.0
97.4,6.0
97.6,6.0
97.8,6.0
98.0,6.0
98.2,6.0
98.4,6.0
98.6,6.0
98.8,6.0
99.0,6.0
99.2,6.0
99.4,6.0
99.6,6.0
99.8,6.0
100.0,6.0
100.2,6.0
100.4,6.0
100.6,6.0
100.8,6.0
101.0,6.0
101.2,6.0
101.4,6.0
101.6,6.0
101.8,6.0
102.0,6.0
102.2,6.0
102.4,6.0
102.6,6.0
102.8,6.0
103.0,6.0
103.2,6.0
103.4,6.0
103.6,6.0
103.8,6.0
104.0,6.0
104.2,6.0
104.4,6.0
104.6,6.0
104.8,6.0
105.0,6.0
105.2,6.0
105.4,7.0
105.6,7.0
105.8,7.0
106.0,7.0
106.2,7.0
106.4,7.0
106.6,7.0
106.8,7.0
107.0,7.0
107.2,7.0
107.4,9.0
107.6,9.0
107.8,9.0
108.0,9.0
108.2,9.0
108.4,9.0
108.6,9.0
108.8,10.0
109.0,10.0
109.2,10.0
109.4,10.0
109.6,10.0
109.8,10.0
110.0,10.0
110.2,10.0
110.4,10.0
110.6,10.0
110.8,10.0
111.0,10.0
111.2,10.0
111.4,10.0
111.6,10.0
111.8,10.0
112.0,10.0
112.2,10.0
112.4,10.0
112.6,10.0
112.8,10.0
113.0,10.0
113.2,10.0
113.4,10.0
113.6,10.0
113.8,10.0
114.0,10.0
114.2,10.0
114.4,10.0
114.6,10.0
114.8,10.0
115.0,10.0
115.2,10.0
115.4,10.0
115.6,10.0
115.8,10.0
116.0,10.0
116.2,10.0
116.4,10.0
116.6,10.0
116.8,10.0
117.0,10.0
117.2,10.0
117.4,10.0
117.6,10.0
117.8,10.0
118.0,10.0
118.2,10.0
118.4,10.0
118.6,10.0
118.8,10.0
119.0,10.0
119.2,10.0
119.4,8.0
119.6,8.0
119.8,8.0
120.0,8.0
120.2,8.0
120.4,8.0
120.6,8.0
120.8,8.0
121.0,8.0
121.2,8.0
121.4,8.0
121.6,8.0
121.8,8.0
122.0,8.0
122.2,8.0
122.4,8.0
122.6,8.0
122.8,8.0
123.0,8.0
123.2,8.0
123.4,8.0
123.6,8.0
123.8,7.0
124.0,7.0
124.2,7.0
124.4,7.0
124.6,7.0
124.8,7.0
125.0,6.0
125.2,6.0
125.4,6.0
125.6,6.0
125.8,6.0
126.0,6.0
126.2,6.0
126.4,6.0
126.6,6.0
126.8,5.0
127.0,5.0
127.2,5.0
127.4,5.0
127.6,5.0
127.8,5.0
128.0,5.0
128.2,5.0
128.4,5.0
128.6,5.0
128.8,5.0
129.0,5.0
129.2,5.0
129.4,5.0
129.6,5.0
129.8,5.0
130.0,5.0
130.2,5.0
130.4,5.0
130.6,5.0
130.8,5.0
131.0,5.0
131.2,5.0
131.4,5.0
131.6,5.0
131.8,5.0
132.0,5.0
132.2,5.0
132.4,5.0
132.6,5.0
132.8,5.0
133.0,5.0
133.2,5.0
133.4,5.0
133.6,5.0
133.8,5.0
134.0,5.0
134.2,5.0
134.4,5.0
134.6,5.0
134.8,5.0
135.0,5.0
135.2,5.0
135.4,5.0
135.6,5.0
135.8,5.0
136.0,5.0
136.2,5.0
136.4,5.0
136.6,5.0
136.8,5.0
137.0,5.0
137.2,5.0
137.4,5.0
137.6,5.0
137.8,5.0
138.0,5.0
138.2,5.0
138.4,5.0
138.6,5.0
138.8,5.0
139.0,5.0
139.2,5.0
139.4,5.0
139.6,5.0
139.8,5.0
140.0,5.0
140.2,5.0
140.4,5.0
140.6,5.0
140.8,5.0
141.0,5.0
141.2,5.0
141.4,5.0
141.6,5.0
141.8,5.0
142.0,5.0
142.2,5.0
142.4,5.0
142.6,5.0
142.8,5.0
143.0,5.0
143.2,5.0
143.4,5.0
143.6,5.0
143.8,5.0
144.0,5.0
144.2,5.0
144.4,5.0
144.6,5.0
144.8,5.0
145.0,5.0
145.2,5.0
145.4,5.0
145.6,5.0
145.8,5.0
146.0,5.0
146.2,5.0
146.4,5.0
146.6,5.0
146.8,5.0
147.0,5.0
147.2,5.0
147.4,5.0
147.6,5.0
147.8,6.0
148.0,6.0
148.2,6.0
148.4,6.0
148.6,6.0
148.8,6.0
149.0,6.0
149.2,6.0
149.4,6.0
149.6,6.0
149.8,6.0
150.0,6.0
150.2,6.0
150.4,6.0
150.6,9.0
150.8,9.0
151.0,9.0
151.2,9.0
151.4,9.0
151.6,9.0
151.8,9.0
152.0,9.0
152.2,9.0
152.4,9.0
152.6,9.0
152.8,9.0
153.0,10.0
153.2,10.0
153.4,10.0
153.6,10.0
153.8,10.0
154.0,10.0
154.2,10.0
154.4,11.0
154.6,11.0
154.8,11.0
155.0,11.0
155.2,11.0
155.4,11.0
155.6,11.0
155.8,11.0
156.0,12.0
156.2,12.0
156.4,13.0
156.6,13.0
156.8,13.0
157.0,13.0
157.2,13.0
157.4,13.0
157.6,13.0
157.8,13.0
158.0,13.0
158.2,13.0
158.4,13.0
158.6,13.0
158.8,13.0
159.0,12.0
159.2,12.0
159.4,12.0
159.6,12.0
159.8,12.0
160.0,12.0
160.2,12.0
160.4,12.0
160.6,12.0
160.8,12.0
161.0,12.0
161.2,12.0
161.4,12.0
161.6,12.0
161.8,12.0
162.0,12.0
162.2,12.0
162.4,12.0
162.6,12.0
162.8,12.0
163.0,12.0
163.2,12.0
163.4,12.0
163.6,12.0
163.8,12.0
164.0,12.0
164.2,12.0
164.4,12.0
164.6,12.0
164.8,12.0
165.0,12.0
165.2,12.0
165.4,12.0
165.6,12.0
165.8,12.0
166.0,12.0
166.2,12.0
166.4,12.0
166.6,12.0
166.8,12.0
167.0,12.0
167.2,12.0
167.4,12.0
167.6,12.0
167.8,12.0
168.0,12.0
168.2,12.0
168.4,12.0
168.6,12.0
168.8,12.0
169.0,12.0
169.2,12.0
169.4,12.0
169.6,12.0
169.8,12.0
170.0,12.0
170.2,12.0
170.4,12.0
170.6,12.0
170.8,13.0
171.0,13.0
171.2,13.0
171.4,13.0
171.6,13.0
171.8,13.0
172.0,13.0
172.2,13.0
172.4,13.0
172.6,13.0
172.8,13.0
173.0,13.0
173.2,13.0
173.4,14.0
173.6,14.0
173.8,14.0
174.0,14.0
174.2,14.0
174.4,14.0
174.6,14.0
174.8,14.0
175.0,14.0
175.2,14.0
175.4,14.0
175.6,14.0
175.8,14.0
176.0,14.0
176.2,14.0
176.4,14.0
176.6,14.0
176.8,14.0
177.0,14.0
177.2,14.0
177.4,14.0
177.6,14.0
177.8,14.0
178.0,14.0
178.2,14.0
178.4,14.0
178.6,14.0
178.8,14.0
179.0,14.0
179.2,14.0
179.4,14.0
179.6,14.0
179.8,14.0
180.0,14.0
180.2,14.0
180.4,14.0
180.6,14.0
180.8,14.0
181.0,14.0
181.2,14.0
181.4,14.0
181.6,14.0
181.8,14.0
182.0,14.0
182.2,14.0
182.4,14.0
182.6,14.0
182.8,14.0
183.0,14.0
183.2,14.0
183.4,14.0
183.6,14.0
183.8,14.0
184.0,14.0
184.2,14.0
184.4,14.0
184.6,14.0
184.8,14.0
185.0,14.0
185.2,14.0
185.4,14.0
185.6,14.0
185.8,14.0
186.0,14.0
186.2,14.0
186.4,14.0
186.6,14.0
186.8,14.0
187.0,14.0
187.2,14.0
187.4,14.0
187.6,14.0
187.8,14.0
188.0,14.0
188.2,14.0
188.4,14.0
188.6,14.0
188.8,14.0
189.0,14.0
189.2,14.0
189.4,14.0
189.6,14.0
189.8,14.0
190.0,14.0
190.2,14.0
190.4,14.0
190.6,14.0
190.8,14.0
191.0,14.0
191.2,14.0
191.4,14.0
191.6,14.0
191.8,14.0
192.0,14.0
192.2,14.0
192.4,14.0
192.6,14.0
192.8,14.0
193.0,14.0
193.2,16.0
193.4,16.0
193.6,16.0
193.8,16.0
194.0,16.0
194.2,16.0
194.4,16.0
194.6,16.0
194.8,16.0
195.0,16.0
195.2,16.0
195.4,16.0
195.6,16.0
195.8,16.0
196.0,16.0
196.2,16.0
196.4,16.0
196.6,16.0
196.8,16.0
197.0,16.0
197.2,15.0
197.4,15.0
197.6,15.0
197.8,14.0
198.0,14.0
198.2,14.0
198.4,14.0
198.6,14.0
198.8,13.0
199.0,13.0
199.2,13.0
199.4,13.0
199.6,13.0
199.8,13.0
200.0,13.0
200.2,12.0
200.4,12.0
200.6,12.0
200.8,12.0
201.0,12.0
201.2,12.0
201.4,12.0
201.6,12.0
201.8,11.0
202.0,11.0
202.2,11.0
202.4,11.0
202.6,10.0
202.8,10.0
203.0,10.0
203.2,10.0
203.4,9.0
203.6,9.0
203.8,9.0
204.0,9.0
204.2,9.0
204.4,9.0
204.6,8.0
204.8,8.0
205.0,9.0
205.2,9.0
205.4,9.0
205.6,9.0
205.8,9.0
206.0,9.0
206.2,8.0
206.4,8.0
206.6,8.0
206.8,8.0
207.0,8.0
207.2,8.0
207.4,7.0
207.6,7.0
207.8,7.0
208.0,7.0
208.2,7.0
208.4,7.0
208.6,7.0
208.8,7.0
209.0,7.0
209.2,7.0
209.4,7.0
209.6,7.0
209.8,7.0
210.0,7.0
210.2,7.0
210.4,7.0
210.6,7.0
210.8,7.0
211.0,7.0
211.2,7.0
211.4,7.0
211.6,7.0
211.8,7.0
212.0,6.0
212.2,6.0
212.4,6.0
212.6,6.0
212.8,6.0
213.0,6.0
213.2,6.0
213.4,6.0
213.6,7.0
213.8,7.0
214.0,7.0
214.2,7.0
214.4,7.0
214.6,7.0
214.8,6.0
215.0,6.0
215.2,6.0
215.4,6.0
215.6,6.0
215.8,6.0
216.0,6.0
216.2,6.0
216.4,6.0
216.6,5.0
216.8,6.0
217.0,6.0
217.2,6.0
217.4,6.0
217.6,6.0
217.8,6.0
218.0,7.0
218.2,7.0
218.4,7.0
218.6,7.0
218.8,7.0
219.0,7.0
219.2,7.0
219.4,7.0
219.6,7.0
219.8,7.0
220.0,7.0
220.2,7.0
220.4,7.0
220.6,7.0
220.8,7.0
221.0,5.0
221.2,5.0
221.4,5.0
221.6,6.0
221.8,6.0
222.0,6.0
222.2,6.0
222.4,6.0
222.6,6.0
222.8,6.0
223.0,6.0
223.2,6.0
223.4,6.0
223.6,6.0
223.8,6.0
224.0,6.0
224.2,6.0
224.4,6.0
224.6,6.0
224.8,6.0
225.0,6.0
225.2,6.0
225.4,6.0
225.6,6.0
225.8,6.0
226.0,6.0
226.2,6.0
226.4,6.0
226.6,6.0
226.8,6.0
227.0,6.0
227.2,6.0
227.4,6.0
227.6,6.0
227.8,6.0
228.0,6.0
228.2,6.0
228.4,6.0
228.6,6.0
228.8,6.0
229.0,6.0
229.2,6.0
229.4,6.0
229.6,6.0
229.8,6.0
230.0,6.0
230.2,6.0
230.4,6.0
230.6,6.0
230.8,6.0
231.0,6.0
231.2,6.0
231.4,6.0
231.6,6.0
231.8,6.0
232.0,6.0
232.2,6.0
232.4,6.0
232.6,6.0
232.8,6.0
233.0,6.0
233.2,6.0
233.4,6.0
233.6,6.0
233.8,6.0
234.0,6.0
234.2,6.0
234.4,6.0
234.6,6.0
234.8,6.0
235.0,6.0
235.2,6.0
235.4,6.0
235.6,6.0
235.8,6.0
236.0,6.0
236.2,6.0
236.4,6.0
236.6,6.0
236.8,6.0
237.0,6.0
237.2,6.0
237.4,6.0
237.6,6.0
237.8,6.0
238.0,5.0
238.2,5.0
238.4,5.0
238.6,5.0
238.8,5.0
239.0,5.0
239.2,5.0
239.4,5.0
239.6,5.0
239.8,5.0
240.0,5.0
240.2,5.0
240.4,5.0
240.6,5.0
240.8,5.0
241.0,5.0
241.2,6.0
241.4,6.0
241.6,6.0
241.8,6.0
242.0,6.0
242.2,6.0
242.4,6.0
242.6,6.0
242.8,6.0
243.0,6.0
243.2,6.0
243.4,6.0
243.6,6.0
243.8,6.0
244.0,5.0
244.2,5.0
244.4,5.0
244.6,5.0
244.8,5.0
245.0,5.0
245.2,5.0
245.4,5.0
245.6,4.0
245.8,4.0
246.0,4.0
246.2,4.0
246.4,5.0
246.6,5.0
246.8,5.0
247.0,5.0
247.2,5.0
247.4,5.0
247.6,5.0
247.8,5.0
248.0,5.0
248.2,5.0
248.4,5.0
248.6,5.0
248.8,5.0
249.0,5.0
249.2,5.0
249.4,5.0
249.6,5.0
249.8,5.0
250.0,5.0
250.2,5.0
250.4,5.0
250.6,5.0
250.8,5.0
251.0,5.0
251.2,5.0
251.4,5.0
251.6,5.0
251.8,5.0
252.0,5.0
252.2,5.0
252.4,5.0
252.6,5.0
252.8,5.0
253.0,5.0
253.2,5.0
253.4,5.0
253.6,5.0
253.8,5.0
254.0,5.0
254.2,5.0
254.4,5.0
254.6,5.0
254.8,5.0
255.0,5.0
255.2,5.0
255.4,4.0
255.6,4.0
255.8,4.0
256.0,4.0
256.2,4.0
256.4,4.0
256.6,4.0
256.8,4.0
257.0,4.0
257.2,4.0
257.4,4.0
257.6,4.0
257.8,4.0
258.0,4.0
258.2,4.0
258.4,4.0
258.6,4.0
258.8,4.0
259.0,4.0
259.2,4.0
259.4,4.0
259.6,4.0
259.8,4.0
260.0,4.0
260.2,4.0
260.4,4.0
260.6,4.0
260.8,4.0
261.0,4.0
261.2,4.0
261.4,4.0
261.6,4.0
261.8,4.0
262.0,4.0
262.2,4.0
262.4,4.0
262.6,4.0
262.8,4.0
263.0,4.0
263.2,4.0
263.4,4.0
263.6,4.0
263.8,4.0
264.0,4.0
264.2,4.0
264.4,4.0
264.6,4.0
264.8,4.0
265.0,4.0
265.2,4.0
265.4,4.0
265.6,4.0
265.8,4.0
266.0,4.0
266.2,4.0
266.4,4.0
266.6,4.0
266.8,4.0
267.0,4.0
267.2,4.0
267.4,4.0
267.6,4.0
267.8,4.0
268.0,4.0
268.2,4.0
268.4,4.0
268.6,4.0
268.8,4.0
269.0,4.0
269.2,4.0
269.4,4.0
269.6,4.0
269.8,4.0
270.0,4.0
270.2,4.0
270.4,4.0
270.6,4.0
270.8,4.0
271.0,4.0
271.2,4.0
271.4,4.0
271.6,4.0
271.8,4.0
272.0,4.0
272.2,4.0
272.4,4.0
272.6,4.0
272.8,4.0
273.0,4.0
273.2,4.0
273.4,4.0
273.6,4.0
273.8,4.0
274.0,4.0
274.2,4.0
274.4,4.0
274.6,4.0
274.8,4.0
275.0,4.0
275.2,4.0
275.4,4.0
275.6,4.0
275.8,4.0
276.0,4.0
276.2,4.0
276.4,4.0
276.6,4.0
276.8,4.0
277.0,4.0
277.2,4.0
277.4,4.0
277.6,4.0
277.8,4.0
278.0,4.0
278.2,4.0
278.4,4.0
278.6,4.0
278.8,4.0
279.0,4.0
279.2,4.0
279.4,4.0
279.6,4.0
279.8,4.0
280.0,4.0
280.2,4.0
280.4,4.0
280.6,4.0
280.8,4.0
281.0,4.0
281.2,4.0
281.4,4.0
281.6,4.0
281.8,4.0
282.0,4.0
282.2,4.0
282.4,4.0
282.6,4.0
282.8,4.0
283.0,4.0
283.2,4.0
283.4,4.0
283.6,4.0
283.8,4.0
284.0,4.0
284.2,4.0
284.4,4.0
284.6,4.0
284.8,4.0
285.0,4.0
285.2,4.0
285.4,4.0
285.6,4.0
285.8,4.0
286.0,4.0
286.2,4.0
286.4,4.0
286.6,4.0
286.8,6.0
287.0,6.0
287.2,6.0
287.4,6.0
287.6,6.0
287.8,6.0
288.0,6.0
288.2,6.0
288.4,7.0
288.6,7.0
288.8,7.0
289.0,7.0
289.2,7.0
289.4,7.0
289.6,7.0
289.8,7.0
290.0,7.0
290.2,7.0
290.4,7.0
290.6,7.0
290.8,7.0
291.0,7.0
291.2,7.0
291.4,7.0
291.6,7.0
291.8,7.0
292.0,7.0
292.2,7.0
292.4,7.0
292.6,7.0
292.8,7.0
293.0,7.0
293.2,7.0
293.4,7.0
293.6,7.0
293.8,7.0
294.0,7.0
294.2,7.0
294.4,7.0
294.6,7.0
294.8,7.0
295.0,7.0
295.2,5.0
295.4,5.0
295.6,5.0
295.8,5.0
296.0,5.0
296.2,5.0
296.4,5.0
296.6,5.0
296.8,5.0
297.0,5.0
297.2,5.0
297.4,5.0
297.6,5.0
297.8,5.0
298.0,5.0
298.2,5.0
298.4,5.0
298.6,5.0
298.8,5.0
299.0,5.0
299.2,5.0
299.4,5.0
299.6,5.0
299.8,5.0
300.0,5.0
300.2,5.0
300.4,5.0
300.6,5.0
300.8,5.0
301.0,5.0
301.2,5.0
301.4,5.0
301.6,5.0
301.8,5.0
302.0,5.0
302.2,5.0
302.4,5.0
302.6,5.0
302.8,5.0
303.0,5.0
303.2,5.0
303.4,5.0
303.6,5.0
303.8,5.0
304.0,5.0
304.2,5.0
304.4,6.0
304.6,6.0
304.8,6.0
305.0,6.0
305.2,7.0
305.4,7.0
305.6,7.0
305.8,7.0
306.0,7.0
306.2,7.0
306.4,7.0
306.6,7.0
306.8,7.0
307.0,7.0
307.2,7.0
307.4,7.0
307.6,7.0
307.8,8.0
308.0,8.0
308.2,8.0
308.4,8.0
308.6,8.0
308.8,8.0
309.0,8.0
309.2,8.0
309.4,8.0
309.6,8.0
309.8,8.0
310.0,8.0
310.2,8.0
310.4,8.0
310.6,8.0
310.8,8.0
311.0,8.0
311.2,8.0
311.4,8.0
311.6,8.0
311.8,8.0
312.0,8.0
312.2,8.0
312.4,8.0
312.6,8.0
312.8,8.0
313.0,8.0
313.2,8.0
313.4,8.0
313.6,8.0
313.8,8.0
314.0,8.0
314.2,8.0
314.4,8.0
314.6,8.0
314.8,8.0
315.0,8.0
315.2,8.0
315.4,8.0
315.6,8.0
315.8,8.0
316.0,8.0
316.2,8.0
316.4,8.0
316.6,8.0
316.8,8.0
317.0,8.0
317.2,8.0
317.4,8.0
317.6,8.0
317.8,8.0
318.0,8.0
318.2,8.0
318.4,8.0
318.6,8.0
318.8,8.0
319.0,8.0
319.2,8.0
319.4,8.0
319.6,8.0
319.8,8.0
320.0,8.0
320.2,8.0
320.4,8.0
320.6,8.0
320.8,8.0
321.0,8.0
321.2,8.0
321.4,8.0
321.6,8.0
321.8,8.0
322.0,8.0
322.2,8.0
322.4,8.0
322.6,8.0
322.8,8.0
323.0,8.0
323.2,8.0
323.4,8.0
323.6,8.0
323.8,8.0
324.0,8.0
324.2,8.0
324.4,8.0
324.6,8.0
324.8,8.0
325.0,8.0
325.2,8.0
325.4,8.0
325.6,8.0
325.8,8.0
326.0,8.0
326.2,8.0
326.4,8.0
326.6,8.0
326.8,8.0
327.0,8.0
327.2,8.0
327.4,8.0
327.6,8.0
327.8,8.0
328.0,8.0
328.2,8.0
328.4,8.0
328.6,8.0
328.8,8.0
329.0,8.0
329.2,8.0
329.4,8.0
329.6,8.0
329.8,8.0
330.0,8.0
330.2,8.0
330.4,8.0
330.6,8.0
330.8,8.0
331.0,8.0
331.2,8.0
331.4,10.0
331.6,10.0
331.8,10.0
332.0,10.0
332.2,10.0
332.4,10.0
332.6,10.0
332.8,10.0
333.0,10.0
333.2,10.0
333.4,10.0
333.6,10.0
333.8,10.0
334.0,7.0
334.2,8.0
334.4,8.0
334.6,8.0
334.8,8.0
335.0,8.0
335.2,8.0
335.4,8.0
335.6,8.0
335.8,8.0
336.0,8.0
336.2,8.0
336.4,8.0
336.6,8.0
336.8,8.0
337.0,8.0
337.2,8.0
337.4,8.0
337.6,8.0
337.8,8.0
338.0,8.0
338.2,8.0
338.4,8.0
338.6,8.0
338.8,8.0
339.0,8.0
339.2,8.0
339.4,8.0
339.6,8.0
339.8,8.0
340.0,8.0
340.2,8.0
340.4,8.0
340.6,7.0
340.8,7.0
341.0,7.0
341.2,7.0
341.4,7.0
341.6,7.0
341.8,7.0
342.0,7.0
342.2,7.0
342.4,7.0
342.6,7.0
342.8,7.0
343.0,7.0
343.2,7.0
343.4,6.0
343.6,6.0
343.8,6.0
344.0,6.0
344.2,6.0
344.4,6.0
344.6,6.0
344.8,6.0
345.0,5.0
345.2,5.0
345.4,5.0
345.6,5.0
345.8,5.0
346.0,5.0
346.2,5.0
346.4,5.0
346.6,5.0
346.8,5.0
347.0,5.0
347.2,5.0
347.4,5.0
347.6,5.0
347.8,5.0
348.0,5.0
348.2,5.0
348.4,5.0
348.6,5.0
348.8,5.0
349.0,5.0
349.2,5.0
